date,text,image_id
"2020-03-04","«Я вышел. Медленно сходили    На землю сумерки зимы.    Минувших дней младые были    Пришли доверчиво из тьмы…    Пришли и встали за плечами,    И пели с ветром о весне…    И тихими я шел шагами,    Провидя вечность в глубине..    О, лучших дней живые были!    Под вашу песнь из глубины    На землю сумерки сходили    И вечности вставали сны!»    Вы, наверное, узнали. Это Александр Блок.","937455/8d502a170643ac753bcb"
"2020-03-05","«Еще не рассвело во мгле экрана.    Как чистый холст, он ждет поры своей.    Пустой экран увидеть так же странно,    как услыхать безмолвную свирель.    Но в честь того, что есть луга с росою,    экран зажжется, расцветут холсты.    Вся наша жизнь — свиданье с красотою    и бесконечный поиск красоты.»    Белла Ахмадулина — «Вступление».","937455/8d502a170643ac753bcb"
"2020-03-06","«Ледяная тиара гор —    Только бренному лику — рамка.    Я сегодня плющу — пробор    Провела на граните замка.    Я сегодня сосновый стан    Обгоняла на всех дорогах.    Я сегодня взяла тюльпан —    Как ребенка за подбородок.»    Марина Цветаева.","937455/8d502a170643ac753bcb"
"2020-03-07","«С крутого берега смотрю    Вечернюю зарю.    И сердцу весело внимать    Лучей прощальных ласку,    И хочется скорей поймать    Ночей весенних сказку.    Тиха вода, и стройно лес    Затих завороженный,    Уносит в мир чудес.    И ветер, заплетающий    Узоры кружев верб, —    На синеве сияющий    Золоторогий серп.»    Это Василий Каменский — поэт, прозаик, художник, авиатор. Талантливый человек талантлив во всём.","937455/8d502a170643ac753bcb"
"2020-03-08","«Огонь осенний сжег леса,    И убран чахлый хлеб с полей.    Голодный ветер злей и злей    С земли кричит под небеса:    «Дай снега! Снега дай земле!»    Но неподвижна синева,    И бьется ржавая трава    И день и ночь в холодной мгле.»    Автор — Сергей Городецкий.","937455/8d502a170643ac753bcb"
"2020-03-09","«В поднятьи головы крылатый    Намек — но мешковат сюртук;    В закрытьи глаз, в покое рук —    Тайник движенья непочатый.    Так вот кому летать и петь    И слова пламенная ковкость,—    Чтоб прирожденную неловкость    Врожденным ритмом одолеть!»    Осип Мандельштам. Стихотворение «Автопортрет».","937455/8d502a170643ac753bcb"
"2020-03-10","«Мы знаем, что ныне лежит на весах    И что совершается ныне.    Час мужества пробил на наших часах,    И мужество нас не покинет».    Это Анна Ахматова.","937455/8d502a170643ac753bcb"
"2020-03-11","«После чаю мы вышли в огромный коричневый сад,    Как ресницы, на окнах опущены темные шторы.     Мимо белых колонн мы пошли посмотреть виноград,     Где воздушным стеклом обливаются сонные горы».    Так писал Осип Мандельштам в стихотворении «Золотистого меда струя».","937455/8d502a170643ac753bcb"
"2020-03-12","«Голос и струны    Рифм и нот хоровод    Уличным шумом мой    Город мне подпоёт    Ветер в карманах    Свистом дополнит наш хор    Мечта вместо плана    И в мыслях обрывки стихов».    Это строчки из хипхоперы Noize MC про Орфея и Эвридику","937455/8d502a170643ac753bcb"
"2020-03-13","«Великая душа, поклон через моря    за то, что их нашла, — тебе и части тленной,    что спит в родной земле, тебе благодаря    обретшей речи дар в глухонемой вселенной».    Это стихотворение Бродского, посвящённое столетию Анны Ахматовой.","937455/8d502a170643ac753bcb"
"2020-03-14","«Я сегодня лягу раньше,     Раньше лампу погашу,     Но зато тебя пораньше     Разбудить меня прошу.    Это просто удивленье     Как легко меня будить!     Ты поставь на стол варенье,     — Я проснусь в одно мгновенье.     Я проснусь в одно мгновенье,     Чтобы чай с вареньем пить».    Это детское стихотворение Даниила Хармса.","937455/8d502a170643ac753bcb"
"2020-03-15","«А ночи с каждым днем белее    И с каждым днем все ярче дни!    Идем мы парком по аллее.    Налево море. Мы — одни».    Это Северянин.","937455/8d502a170643ac753bcb"
"2020-03-16","«Ближний лес узорно вышит    Первой ниткой золотой    И, притайный, — тайной дышит.    Темной свежестью грибной».    Это стихотворение «Всё мое» Зинаиды Гиппиус.","937455/8d502a170643ac753bcb"
"2020-03-17","«Ни ветерка, ни крика птицы,    Над рощей — красный диск луны,    И замирает песня жницы    Среди вечерней тишины».    Так Блок писал про летний вечер.","937455/8d502a170643ac753bcb"
"2020-03-18","«Снег идет, снег идет.    К белым звездочкам в буране    Тянутся цветы герани    За оконный переплет».    Это Пастернак.","937455/8d502a170643ac753bcb"
"2020-03-19","«Тень трамваев, как прежде, бежит по стене,     Шум оркестра внизу осторожней и глуше…     — "Пусть сольются без слов наши души!"    Ты взволнованно шепчешь — не мне!»    Это Марина Цветаева.","937455/8d502a170643ac753bcb"
