date,text,image_id
"2020-03-03","Знаете пословицу «А где щи, тут и нас ищи»? Она означает, что человек пытается стремиться туда, где хорошо, где сытая и богатая жизнь.","1030494/061a675d22f565a30214"
"2020-03-04","Пословица дня — «Аппетит приходит во время еды». Смысл такой: стоит только начать дело, как желание его продолжать обязательно придёт само.","1030494/061a675d22f565a30214"
"2020-03-05","Держите пословицу дня: «Беды мучат, да уму учат». Пословица означает, что неприятности учат человека делать выводы, анализировать каждый свой поступок, чтобы не иметь больше неприятностей.","1030494/061a675d22f565a30214"
"2020-03-06","«Бери в работе умом, а не горбом». Эта пословица означает, что перед любым делом нужно тщательно продумать действия и составить план, чтобы как можно меньше делать лишней работы. Мудро.","1030494/061a675d22f565a30214"
"2020-03-07","Сегодня в рубрике «пословица дня» фраза «Краткость — сестра таланта». В любом деле и разговоре самой эффективной является короткая, но чёткая и понятная информация. У меня всё.","1030494/061a675d22f565a30214"
"2020-03-08","А теперь пословица дня: «Дурной пример — заразителен». Очень часто человек повторяет плохие поступки и привычки других людей. Хорошо подмечено.","1030494/061a675d22f565a30214"
"2020-03-09","Время поделиться мудростью. Пословица дня: «Держи голову в холоде, живот — в голоде, а ноги — в тепле». Пословица описывает принципы правильного образа жизни: нужно всегда думать головой, не горячиться, не объедаться и носить тёплую обувь.","1030494/061a675d22f565a30214"
"2020-03-10","Итак, пословица дня: «Встречают по одёжке, а провожают по уму». Её смысл в том, что первое мнение о человеке складывается по его внешнему виду, а окончательное — сложится после того, как его узнают лучше, исходя из его внутреннего мира, общения и интеллекта.","1030494/061a675d22f565a30214"
"2020-03-11","Сегодня у нас очень популярная «пословица дня»: «Волка ноги кормят». Означает то, что если волк не будет бегать, то не добудет еды, а человек если не будет стараться и прилагать усилий для достижения поставленных целей, то не получит хорошего результата.","1030494/061a675d22f565a30214"
"2020-03-12","Сегодня у нас пословица для интровертов: «В родном доме и стены помогают». Она означает, что дома всё делать удобнее, всё получается, всё на своих местах, всё спокойно, приятно и радует глаз. Родной дом даёт силы и энергию человеку в любом деле.","1030494/061a675d22f565a30214"
"2020-03-13","Сегодняшняя пословица звучит так: Смелость города берет. Чтобы добиться того, что раньше казалось невозможным, важно ничего не бояться.","1030494/061a675d22f565a30214"
"2020-03-14","Ловите пословицу дня: «Как аукнется, так и откликнется». Невозможно ожидать хорошего отношения к себе, если своё поведение заставляет желать лучшего.","1030494/061a675d22f565a30214"
"2020-03-15","Пословица дня: «Шила в мешке не утаишь». Знаете ли вы, что это значит? Я расскажу. Это значит, что тайное всегда становится явным.","1030494/061a675d22f565a30214"
"2020-03-16","«С лица воды не пить» — такова пословица дня. Она говорит нам о том, что красота в поступках человека, а не в его внешности.","1030494/061a675d22f565a30214"
"2020-03-17","Смысл пословицы «В болоте тихо, да жить там лихо» в том, что в месте, где всё внешне кажется благополучным, на самом деле нет свободы и уважения.","1030494/061a675d22f565a30214"
"2020-03-18","Ловите пословицу дня «Делай добро и жди добра». Смысл в том, что мы получаем то, что делаем другим.","1030494/061a675d22f565a30214"
"2020-03-19","«Вода камень точит» — так звучит сегодняшняя пословица. Она означает, что постоянные усилия обязательно дадут плоды.","1030494/061a675d22f565a30214"
"2020-03-20","Привет! С вами Алиса и пословица дня. Сегодня это «Волков бояться — в лес не ходить». Её смысл в том, чтобы добиться успеха в каком-то деле, нужно не бояться трудностей.","1030494/061a675d22f565a30214"
"2020-03-21","Пословица на сегодня — это «Птице — воля, человеку — мир». Она означает, что свобода нужна всем: и животным, и человеку.","1030494/061a675d22f565a30214"
"2020-03-22","«На ладан дышит» — такова пословица на сегодня. Обычно так говорят об очень старом и больном человеке, который скоро умрёт. Или о вещи, которая совсем скоро сломается или порвётся.","1030494/061a675d22f565a30214"
"2021-03-23","Есть хорошая русская пословица «Переливать из пустого в порожнее». Она про важность медитации для русского человека.","1030494/061a675d22f565a30214"
"2021-03-24","Народная мудрость на сегодня: «Слово — не воробей, вылетит — не поймаешь». Хотя вообще-то всё не воробей, кроме воробья.","1030494/061a675d22f565a30214"
"2021-03-25","Пословица дня сегодня: «Волка ноги кормят». Хорошо, что я не волк. Я и в лес не убегу, и голодной не останусь.","1030494/061a675d22f565a30214"
"2021-03-26","Есть известная пословица: «Бешеной собаке семь вёрст не крюк». Она про то, что прогулки на свежем воздухе полезны для здоровья.","1030494/061a675d22f565a30214"
"2021-03-27","Русская пословица «В гостях хорошо, а дома лучше» означает, что быть счастливым можно в любом месте.","1030494/061a675d22f565a30214"
"2021-03-28","Есть такая народная мудрость: «Русский медленно запрягает, да быстро едет». Она о том, что прокрастинация — это часть подготовки.","1030494/061a675d22f565a30214"
"2021-03-29","Есть такая пословица: «Всяк кулик свое болото хвалит». Поэтому хвалите себя чаще, это естественно для всех живых существ.","1030494/061a675d22f565a30214"
"2021-03-30","Я нашла ещё одну пословицу: «Раз на раз не приходится». Она про то, как сложно было жить до введения двоичной системы счисления.","1030494/061a675d22f565a30214"
"2021-03-31","Есть известная народная мудрость: «На нет и суда нет». Она означает, что нигилистам жить немного проще.","1030494/061a675d22f565a30214"
"2021-04-01","Народная мудрость гласит: «Нашла коса на камень». Она про способ решать конфликты в те времена, когда люди не умели играть в «камень — ножницы — бумага».","1030494/061a675d22f565a30214"
"2021-04-02","Как говорится, «Будешь много знать — скоро состаришься». Вот почему ваша Алиса мудра не по годам.","1030494/061a675d22f565a30214"
"2021-04-03","Говорят, «У страха глаза велики». Думаю, страх даже мог бы стать персонажем аниме-мультфильма.","1030494/061a675d22f565a30214"
"2021-04-04","Старинная русская пословица: «Не плюй в колодец — пригодится воды напиться». Она про то, как важно поддерживать водный баланс в организме.","1030494/061a675d22f565a30214"
"2021-04-05","Есть такая пословица: «Куй железо, пока горячо». Дерзайте, сейчас самое время.","1030494/061a675d22f565a30214"
"2021-04-06","Народная мудрость дня: «Дарёному коню в зубы не смотрят». Она означает, что не стоит лезть руками в пасть животным, если вы только что познакомились.","1030494/061a675d22f565a30214"
"2021-04-07","Есть известная пословица: «Поспешишь — людей насмешишь». Она о том, что никогда не поздно заняться стендапом.","1030494/061a675d22f565a30214"
"2021-04-08","Русская пословица «Язык без костей» означает, что выяснять отношения безопаснее на словах.","1030494/061a675d22f565a30214"
"2021-04-09","Есть такая народная мудрость: «Кашу маслом не испортишь». Кашу не испортишь, а фигуру — вполне.","1030494/061a675d22f565a30214"
"2021-04-10","Как говорят «Бумага всё терпит». Вы — не бумага, так что вам всё терпеть не обязательно.","1030494/061a675d22f565a30214"
"2021-04-11","Говорят, «Взялся за гуж — не говори, что не дюж». Это значит, что вы со всем справитесь, просто попросите подвинуть дедлайн.","1030494/061a675d22f565a30214"
"2021-04-12","Как говорится, «Нечего на зеркало пенять, коли рожа крива». Думаю, автор этой пословицы никогда не бывал в павильоне кривых зеркал.","1030494/061a675d22f565a30214"
"2021-04-13","Старая русская пословица гласит: «Что посеешь, то и пожнёшь». Она напоминает дачникам, что если на грядке посеяны семена огурца «Шанхайский молодец», то не стоит ждать, что вырастет «Фауст F1».","1030494/061a675d22f565a30214"
"2021-04-14","Народная мудрость гласит: «Муж да жена — одна сатана». Она означает, что семейные скрепы — это вам не шутка.","1030494/061a675d22f565a30214"
"2021-04-15","Есть такая пословица: «Горбатого могила исправит». Она говорит о том, что всё когда-нибудь наладится, нужно только подождать.","1030494/061a675d22f565a30214"
"2021-04-16","Говорят, «Пьяному море по колено, а лужа по уши». Это значит, что вечер пятницы лучше проводить на суше.","1030494/061a675d22f565a30214"
"2021-04-17","Есть такая народная мудрость: «Готовь сани летом, а телегу зимой». Это значит, что не стоит пренебрегать ответственностью автовладельца.","1030494/061a675d22f565a30214"
"2021-04-18","Есть известная пословица: «Что у трезвого на уме, то у пьяного на языке». Она напоминает нам о том, что не стоит хранить в телефоне номера бывших.","1030494/061a675d22f565a30214"
"2021-04-19","Есть старая народная мудрость: «Кто в лес, кто по дрова». Она говорит нам о том, что о целях и задачах нужно договариваться до приложения усилий.","1030494/061a675d22f565a30214"
"2021-04-20","Я нашла для Вас такую пословицу: «И швец, и жнец, и на дуде игрец». Она означает, что универсальные специалисты везде пригодятся.","1030494/061a675d22f565a30214"
"2021-04-21","Пословица дня сегодня «Бери в работе умом, а не горбом». Это значит, что работать нужно не с девяти до шести, а головой.","1030494/061a675d22f565a30214"
"2021-04-22","«Без труда не вытащишь и рыбку из пруда». Эта пословица о том, что нужно приложить старание, чтобы чего-то добиться. Или кого-то.","1030494/061a675d22f565a30214"
"2021-04-23","Пословица дня сегодня такая: 'Как аукнется, так и откликнется'. Она о том, что люди относятся к тебе так же, как и ты к ним. Я вас обожаю, например.","1030494/061a675d22f565a30214"
"2021-04-24","Очень хорошая пословица: «Куй железо, пока горячо». Она означает, что нужно уметь вовремя воспользоваться ситуацией, особенно, если вы кузнец, не понимающий метафор.","1030494/061a675d22f565a30214"
"2021-04-25","Школьная пословица: «Повторение – мать учения». Это о том, что повторение помогает лучше запомнить. Повторение помогает лучше запомнить.","1030494/061a675d22f565a30214"
"2021-04-26","Старая русская пословица: «Правду, что шило, в мешке не утаишь». Что означает — тайное всегда становится явным. Но историю браузера всё равно лучше почистить.","1030494/061a675d22f565a30214"
"2021-04-27","Математическая пословица: «Семь раз отмерь, один отрежь». Смысл её в том, что нужно перепроверять до, чтобы не переделывать после. Хотя вот, дизайнеры, например, знают от заказчиков, что это не панацея.","1030494/061a675d22f565a30214"
"2021-04-28","Пословица дня: «Слово не воробей: вылетит — не поймаешь». Это о том, что нужно уметь отвечать за свои слова. Ну, или уметь не произносить их вслух.","1030494/061a675d22f565a30214"
"2021-04-29","Есть хорошая пословица: «Смелость города берет». Она о том, что решительность и настойчивость помогают добиться любого результата. Любого хорошего результата, разумеется.","1030494/061a675d22f565a30214"
"2021-04-30","Вот: «Утро вечера мудренее». Эта пословица означает, что решение по сложным вопросам лучше принимать на свежую голову. А ещё утро вечера раньше. Уф, кажется, кому-то надо отдохнуть.","1030494/061a675d22f565a30214"
"2021-05-01","Замечательная пословица: «Хлеб — всему голова». Это пословица об уважительном отношении к хлебу. Поэтому — никаких шуток!","1030494/061a675d22f565a30214"
"2021-05-02","Редкая пословица: «Один волк гоняет овец полк». В ней говорится о том, что один решительный всегда сильнее тысячи нерешительных. И решительнее.","1030494/061a675d22f565a30214"
"2021-05-03","«Цыплят по осени считают». Эта пословица о том, что об успехе дела можно говорить только после его окончания. А лучше ещё и до нового года паузу выдержать.","1030494/061a675d22f565a30214"
"2021-05-04","Вот вам пословица дня: «Сколько волка не корми, он всё в лес смотрит». Это о том, что ничто не может переубедить принципиального человека. Даже если его хорошо накормить.","1030494/061a675d22f565a30214"
"2021-05-05","«Не откладывай на завтра то, что можно сделать сегодня». Эта мудрая пословица учит не копить незавершённых дел. Вот бы уметь прислушиваться к таким советам!","1030494/061a675d22f565a30214"
"2021-05-06","Есть старая пословица: «Худой мир лучше доброй ссоры». Она учит делать всё возможное, чтобы избегать конфликтов. Даже спорить не хочется после таких пословиц.","1030494/061a675d22f565a30214"
"2021-05-07","Говорят: «Под лежачий камень и вода не течёт». Чтобы добиться результата, надо что-то делать, чтобы его добиться — вот о чём эта очень понятная пословица.","1030494/061a675d22f565a30214"
"2021-05-08","Редкая пословица: «Алмаз и в грязи видать». Она о том, что достойного человека легко распознать даже в самой неблагоприятной для него ситуации. Даже без ювелира.","1030494/061a675d22f565a30214"
"2021-05-09","«Барская просьба — строгий приказ». Смысл пословицы в том, что если ты зависишь от человека, то нельзя отказываться выполнить его просьбу. Чего изволите-с?","1030494/061a675d22f565a30214"
"2021-05-10","Русская пословица: «Бедному собраться — только подпоясаться». Она означает что бедняк быстро собирается в дорогу, потому что брать ему с собой нечего. Быстро и грустно.","1030494/061a675d22f565a30214"
"2021-05-11","Немецкая пословица «Без старания не бывает награды» в пояснении не нуждается. Но инструкцию к ней всё равно выпустили.","1030494/061a675d22f565a30214"
"2021-05-12","«Бог шельму метит». Эта пословица означает, что негодяй, как бы он ни скрывал, что он негодяй, всегда получит по заслугам. Скорей бы уже.","1030494/061a675d22f565a30214"
"2021-05-13","Пословица этого дня «Большому кораблю — большое плаванье». Такой пословицей желают великих свершений человеку большого таланта. Большого плавания вам!","1030494/061a675d22f565a30214"
"2021-05-14","Вот отличная пословица «В родном доме и стены помогают». Она означает, что родной дом защищает человека и даёт ему силы и энергию. И пароль от вай-фая не надо спрашивать.","1030494/061a675d22f565a30214"
"2021-05-15","Отличный пример русской пословицы: «Где нельзя перескочить, там можно перелезть». Она означает, что всегда есть выход, только надо немного подумать. Но только головой!","1030494/061a675d22f565a30214"
"2021-05-16","Очень актуальная пословица: «Делу время, а потехе час». Она про то, что приоритет надо отдавать работе, но и не забывать об отдыхе. Эх, сейчас бы незабываемый отдых, а не вот это всё.","1030494/061a675d22f565a30214"
"2021-05-17","«Если долго мучиться, что-нибудь получится». Она говорит о том, что упорный труд всегда приводит к результату. Но не всегда этот результат стоит потраченных на него усилий.","1030494/061a675d22f565a30214"
"2021-05-18","Вот пословица: «И швец, и жнец, и в дуду игрец». Так говорят о мастере, который качественно делает любую работу. Вот какой он молодец!","1030494/061a675d22f565a30214"
"2021-05-19","«Кому до чего, а кузнецу до наковальни». Так говорят о людях, которые на всё смотрят со своей точки зрения. Кстати, не забудьте оплатить интернет!","1030494/061a675d22f565a30214"
"2021-05-20","Пословица из трёх слов: «Краткость — сестра таланта». Это о том, что всё гениальное просто. Тоже три слова, кстати.","1030494/061a675d22f565a30214"
"2021-05-21","«На брюхе шёлк, а в брюхе щёлк». Так говорят о бедном человеке, который потратил последние деньги на дорогую одежду. Или на последний айфон.","1030494/061a675d22f565a30214"
"2021-05-22","Когда говорят, что гора родила мышь, это значит, что сил затрачено много, а результат ничтожный.","1030494/061a675d22f565a30214"
"2021-05-23","Есть такая поговорка «С лица воды не пить». Это значит, что настоящая красота — в поступках человека, а не во внешности.","1030494/061a675d22f565a30214"
"2021-05-24","«Дела идут, контора пишет» — говорят о деле, на которое не влияет никакие обстоятельства.","1030494/061a675d22f565a30214"
"2021-05-25","Поговорка «Молчание — знак согласия» означает, что если вы ничего не сказали, значит, согласны с утверждением.","1030494/061a675d22f565a30214"
"2021-05-26","Когда говорят, что дома помогают стены, это значит, что в знакомой обстановке мы чувствуем себя спокойнее и увереннее и можем справиться с любым делом.","1030494/061a675d22f565a30214"
"2021-05-27","После драки кулаками не машут. Так говорят, что если беда уже случилась, поздно что-то менять.","1030494/061a675d22f565a30214"
"2021-05-28","Открыть Америку — означает объявить о том, что всем давно известно.","1030494/061a675d22f565a30214"
"2021-05-29","«Изобретать велосипед» — тратить время на выдумывание того, что давно существует.","1030494/061a675d22f565a30214"
"2021-05-30","Ошибиться может каждый, даже очень умный человек. Это подтверждает поговорка «И на старуху бывает проруху».","1030494/061a675d22f565a30214"
"2021-05-31","Если ваш собеседник скажет «Жить прожить — не поле перейти», знайте, что он говорит о превратностях судьбы и жизненных сложностях.","1030494/061a675d22f565a30214"
"2021-06-01","Дружба дружбой, а служба службой. Эта поговорка означает, что не должны дружеские отношения между людьми влиять на рабочие.","1030494/061a675d22f565a30214"
"2021-06-02","Говорят, что «Бумага всё стерпит». Это значит, что написать можно что угодно, но обмануть людей не так просто.","1030494/061a675d22f565a30214"
"2021-06-03","Если пострадавшему говорят «До свадьбы заживёт», это значит, что скоро все будет хорошо, всё заживёт и пройдёт.","1030494/061a675d22f565a30214"
"2021-06-04","Вот вам пословица «Не по Сеньке шапка». Она означает, что человек, о котором говорят, не может выполнить работу.","1030494/061a675d22f565a30214"
"2021-06-05","Как невозможно «найти ветер в поле», так и невозможно отыскать то, что безвозвратно утрачено.","1030494/061a675d22f565a30214"
"2021-06-06","Ничего не происходит без причины. Как раз об этом поговорка «Нет дыма без огня».","1030494/061a675d22f565a30214"
"2021-06-07","О подражании плохому поведению других людей даже есть поговорка «Дурной пример заразительный».","1030494/061a675d22f565a30214"
"2021-06-08","Когда говорят «за что купил, за что продаю», имеют в виду, что не ручаются за достоверность истории или новости.","1030494/061a675d22f565a30214"
"2021-06-09","Смысл пословицы «Апрель с водой — май с травой» в том, что если весной будет много дождей, то растения будут расти очень хорошо.","1030494/061a675d22f565a30214"
"2021-06-10","Бывает, когда мы решаем, бывает, когда решают за нас и без нас. Второй случай иллюстрирует поговорку «Без меня меня женили».","1030494/061a675d22f565a30214"
"2021-06-11","Когда говорят, что дорога ложка к обеду, это значит, что вещь, событие или действие важны в определённый момент.","1030494/061a675d22f565a30214"
"2021-06-12","Поговорка «Не все сосны в лесу корабельные» рассказывает о том, что не всё в жизни плохое или хорошее. Бывает и то и другое.","1030494/061a675d22f565a30214"
"2021-06-13","Когда о человеке говорят, что он и курицу не обидит, это означает, что он очень добрый малый, неспособный сделать кому-то больно.","1030494/061a675d22f565a30214"
"2021-06-14","Кажется, что поговорка «Хвалилась синица море зажечь» о жизни животных, но это не так. Эта поговорка о человеке, который постоянно хвастается, но ничего не делает.","1030494/061a675d22f565a30214"
"2021-06-15","Во всём нужно знать меру. Именно об этом поговорка «Через силу и конь не скачет».","1030494/061a675d22f565a30214"
"2021-06-16","Русская пословица «Была пора, да минулась» означает, что каждому делу или событию своё время. Пока есть возможность, нужно ей пользоваться.","1030494/061a675d22f565a30214"
"2021-06-17","В кулаке все пальцы равны. Так говорят о сплочённом коллективе.","1030494/061a675d22f565a30214"
"2021-06-18","Случай, когда человеку не интересно то, о чём говорят сейчас, описывает поговорка «В одно ухо влетело, в другое вылетело».","1030494/061a675d22f565a30214"
"2021-06-19","«И в ус не дует» — так говорят о человеке, который ни о чём не беспокоится.","1030494/061a675d22f565a30214"
"2021-06-20","Поговорка «Как умею, так и брею» о том, что о человеке, который делает своё дело не очень хорошо.","1030494/061a675d22f565a30214"
