на долго красное	traffic.how_long_traffic_jam
включи звук в навигаторе	settings.sound.unmute
в каком часу буду	route.info.when_we_get_there
отобрази парковки	parking.show
давай поищем парковку	parking.find_parking
алиса спутниковые снимки	settings.satellite.show
поставь точку ремонт	point.add.road_works
севастопольский проспект 50/11 поехали	route.calc.address
слушай яндекс поставить точку разговорчики	point.add.comment
авария в левом ряду	point.add.accident
какие сегодня пробки	traffic.overall
как едем	route.show
установи точку ремонт дороги	point.add.road_works
очитсть список поездок	route.reset.history
сколько простоим	traffic.how_long_traffic_jam
засада ментов	point.add.camera
выбери 2 маршрут	route.select
где пробки на карте	traffic.show
отзумь карту	settings.map.zoom
проспект вернадского 97к3 маршрут	route.calc.address
удали пробки	traffic.hide
покажи мне все аварии	point.show.accident
алиса знаешь причину пробки	traffic.why
мое местонахождение где я нахожусь	search_on_map.show_me.current
алиса поехали домой	route.calc.home
алиса не слышать диктора	settings.sound.mute
дернем до работы	route.calc.work
расскажи про пробки на вернадке	traffic.street
маршурт на троллейбусе до таганской площади	route.calc.pub_transport
выруби пробки	traffic.hide
пробки в екатеринбурге	traffic.overall
я тут на долго	traffic.how_long_traffic_jam
золото ищут в среднем ряду	point.add.road_works
слушай яндекс хочу спутник	settings.satellite.show
строй маршрут до работы	route.calc.work
сколько до финиша	route.info.how_long_to_drive
покажи слой дтп	point.show.accident
сколько ехать до льва толстого 16	route.calc.timing
хочу голос из звездных войн	settings.change_voice
поехали в москву	route.calc.address
маршрут на автобусе до мурманска	route.calc.pub_transport
построй маршрут	route.calc.somewhere
ломоносовский проспект построй маршрут	route.calc.address
айда до дома	route.calc.home
алиса покажи аварии на карте	point.show.accident
вруби пробки на карте	traffic.show
аптека	search_on_map.org
отобрази слой с авариями	point.show.accident
зафиксируй, что тут камера	point.add.camera
поехали в домодедово	route.calc.org
забыл страховку штраф	auto_facts.fines
икеа	search_on_map.org
поиск парковок	parking.find_parking
правом ряду авария	point.add.accident
алиса едем до парижа	route.calc.address
куда залить незамерзайку	auto_facts.other
хочу голос гарика харламова	settings.change_voice
сбросить маршрут	route.reset.current
где припарковаться	parking.find_parking
верни схему	settings.satellite.hide
убери спутник	settings.satellite.hide
где оставить тачку	parking.find_parking
маршрут целиком	route.show
запиши ошибку	point.add.error
ближайшая автозаправка	route.calc.org
парковки на карте	parking.show
верни мне голос васи	settings.change_voice
показать где я стою	search_on_map.show_me.current
поехали в метро кэш энд кери	route.calc.org
сколько осталось маршрута	route.info.how_long_to_drive
алиса верни диктора	settings.sound.unmute
слушай яндекс ремонт дороги	point.add.road_works
ближайшая шаурма	route.calc.org
поставь дорожное событие	point.add.no_type
слушай яндекс время прибытия	route.info.when_we_get_there
поехали на азс	route.calc.org
ближайший шиномонтаж	route.calc.org
верни карту	settings.satellite.hide
убери парковки	parking.hide
когда приеду	route.info.how_long_to_drive
верни парковки на карту	parking.show
дорожные работы	point.add.road_works
круглосуточная аптека	search_on_map.org
давай на работу	route.calc.work
большая ли пробка	traffic.how_long_traffic_jam
карту поближе	settings.map.zoom
включи уткина как диктора	settings.change_voice
далеко еще	route.info.how_long_to_drive
авария в правом ряду	point.add.accident
отмени маршрут	route.reset.current
поставь метку другое	point.add.other
поставь штурмана баста	settings.change_voice
поставь разговорчик	point.add.comment
впереди патруль	point.add.camera
стоят	point.add.camera
вижу аварию	point.add.accident
полный маршрут	route.show
едем домой	route.calc.home
давай поставим метку другое	point.add.other
поставь точку	point.add.no_type
на долго встряли	traffic.how_long_traffic_jam
слушай алиса нефть ищут	point.add.road_works
какой сейчас пробочный бал	traffic.overall
пятерочка	search_on_map.org
переключи обратно на схему	settings.satellite.hide
сколько стоять	traffic.how_long_traffic_jam
сколько до зеленого	traffic.how_long_traffic_jam
проспект андропова 21	search_on_map.addr
долго стоять	traffic.how_long_traffic_jam
впереди радар	point.add.camera
дтп	point.add.accident
какие пробки на внешней стороне мкада	traffic.street
когда доедем	route.info.how_long_to_drive
скрой все дтп	point.hide.accident
переключи карту на спутник	settings.satellite.show
маршрут в продуктовый магазин	route.calc.org
улица софьи ковалевской 4к2	search_on_map.addr
покажи маршрут	route.show
не хочу парковки на карте	parking.hide
ближайшая кафе	route.calc.org
зафиксируй разговорчик	point.add.comment
маршрут до работы	route.calc.work
выезд на встречку штраф	auto_facts.fines
вруби парковки на карте	parking.show
улица ленивка 4/8	search_on_map.addr
во сколько точно приедем	route.info.when_we_get_there
ярославское шоссе 8а едем	route.calc.address
вижу авария в правом ряду	point.add.accident
едем на проспект вернадского 47	route.calc.address
вруби мне голос басты	settings.change_voice
поехали к дому	route.calc.home
