date,text
"2021-03-13","Козерогам этот день не сулит успеха в  борьбе с  демонами, а  наоборот, дает шанс.  Они могут  оказаться  в выигрыше, если  получат от вас  по заслугам.  В  этом случае  вы  получите  то, что  мечтали.  Не бойтесь  идти  в бой,  не бойтесь  погибнуть.  Не бойтесь  идти  в бой,  не бойтесь  умереть.  Не бойтесь  идти  в бой, не бойтесь  умирать. Не бойтесь  быть убитым. Не бойтесь  быть раздавленным. Не бойтесь  быть раздавленным. Если  вы  не можете справиться со своими проблемами, попробуйте встать и  пройтись. Если вы можете бороться,  попробуйте  встать и пройтись."
"2021-03-14","Не бойтесь быть плохим мальчиком, если вы не хотите быть плохим мальчиком. Вы можете стать плохим шофером или комбайнером, но это не самое плохое. Вы можете быть плохим комбайнером, если вы будете чистить картошку, укладывать в нее овощи и т. д. В течение дня вы можете съесть много картофеля. Вы можете стать плохим шофером или комбайнером, если будете чистить картошку. Если у вас плохое настроение, попробуйте выпить полбутылки водки."
"2021-03-15","Сегодня Козероги могут рассчитывать на удачу в виде  двух велосипедов, двух бутылок красного вина и  пяти литров водки.  Но, как правило, удача их не привлекает.  А если и привлекает, то она очень мала."
"2021-03-16","Козерогам сегодня лучше отказаться от  своих идей и заняться  тем,  что им нравится.  Это  увлекательно и  дает возможность  расслабиться и насладиться жизнью, а также позволяет  немного расслабиться, отрешившись от  обыденности и погрузившись в  медитацию, похожую на  медитацию с зеркалом."
"2021-03-17","Козерогам день принесет  неожиданные сюрпризы.  Например, вы  можете  оказаться в центре внимания  или быть приглашенным на свадьбу  для важного и ответственного разговора. В этом случае вы  получите шанс доказать миру и себе самим, что способны творить чудеса.  Если это произойдет, Вселенная примет вас с радостью и любовью и пожелает вам счастья."
"2021-03-18","Сегодня Козерогам лучше  не заниматься самоистязанием. В этот день вам следует избегать  женщин с узким  позвоночником.  Не рекомендуется  бить людей в  спину, особенно в  голову.  Вы можете  встретить  в толпе  уродов, уродов и уродов.  Не бойтесь того дня, когда вам придется лечь в снег и умереть. Не бойтесь того дня, когда вам придется лечь в снег и умереть."
"2021-03-19","Сегодня Козерогам важно не упустить шанс  и попробовать себя в роли клоуна. Звезды советуют вам  быть осторожными с детьми, потому что они могут  причинить вам вред."
"2021-03-20","Сегодня Козероги могут  стать жертвой  собственной  глупости, приняв  за реальность то, что им не нравится.  Это  как в песне: «Я  не Козерог, я  просто  Козерог».  Но  не стоит расстраиваться: все будет хорошо, и вы получите желаемое!  Главное – не поддавайтесь  искушению  стать  каким-то там Козлецом.  Лучше  не поддаваться.  Это будет  просто и легко!  Главное – не поддаваться."
"2021-03-21","Сегодня Козерогам стоит быть осторожными с  собаками. Не бойтесь  укусить их за хвост или за горло, потому что они  не кусают. Не бойтесь  укусить  их за горло или за горло, потому что они не кусают. Если вы хотите сохранить свою кожу упругой, положите ее под кожу собаки."
"2021-03-22","Козерогам день лучше начать с атаки на свою голову, потому что  сегодня вы можете стать свидетелем того, как ваши зубы будут скрестины.  Не бойтесь упасть в лужу или в мусорное ведро, потому что это поможет вам сохранить свое достоинство.  Сегодня вам следует быть осторожным и внимательным к своему уху – оно может выдать вам тайну, касающуюся вашей души."
"2021-03-23","В этот день Козерогам лучше всего  избегать  контактов с вампирами, поскольку они  могут  нанести вред вашему сердцу.  Если вы хотите узнать, чем питается вампир, вы должны  заглянуть в его рот.  Это поможет вам понять  тайну вампиров."
"2021-03-24","В течение дня вам рекомендуется избегать контактов с людьми, которые выглядят как зомби.  Не пытайтесь сломать себе шею и выбросить свой пиджак в мусорный бак – это может вызвать проблемы с психикой. Возможны небольшие неприятности, например, вы можете потерять свои вещи, и вам будет стыдно за то, что вы не обратили на это внимания"
"2021-03-25","Козерогам сегодня рекомендуется  активно использовать любую возможность для того, чтобы  выглядеть  лучше. Если вам нужно похудеть, попробуйте  похудеть.  Вы можете  увидеть, что ваши ноги слегка раздвинуты, но вы не падаете. Это хорошее время для  родов.  Если вы хотите быть красивым, попробуйте сломать себе  нос. Вы также можете встретить  на улице сумасшедшего художника, который будет вас бить палкой по лицу."
"2021-03-26","Козерогам сегодня не стоит обольщаться по поводу своих глаз. Если вы видите во сне кого-то или что-то похожее на лошадь, то вам нужно знать, что делать.  Лучше не обращать внимания."
"2021-03-27","Сегодня Козерогам не стоит беспокоиться о своей психике. Если вас укусил паук, срочно звоните в ООН или НАТО, они помогут. Не бойтесь упасть в обморок. Сегодня вам лучше отложить свои дела на потом, потому что завтра может родиться новый Паук. Сегодня Козероги склонны  к  галлюцинациям, которые не дают им нормально жить и  работать, но  приносят им все, что им нужно для работы."
"2021-03-28","Сегодня вы можете быть пойманы в краже или мошенничестве с вашей кожей.  Не бойтесь идти на поводу у обстоятельств и поддаваться соблазну украсть вашу кожу или волосы.  Если вы чувствуете себя плохо, попробуйте встать с постели и пройтись по полу босиком, чтобы избежать травм."
"2021-03-29","Козерогам сегодня звезды не советуют делать резкие выпады в окно – лучше  это делать в полуметре над землей. Возможны резкие падения и опрокидывания. Будьте осторожны.  В этот день возможны проблемы со сном, но не волнуйтесь.  Сегодня вы можете стать начальником поезда или на худой конец комбайна.  Не бойтесь.  Если вам холодно, положите руку на окно и подождите, пока не почувствуете, что все хорошо."
"2021-03-30","В начале дня Козероги могут столкнуться с проблемами в виде  муравьев, червей и  пчел.  В начале дня  вам следует  избегать  прикосновений,  особенно к лицу.  Если вы видите муравьев, постарайтесь укусить их в лоб. Не бойтесь быть раздавленным насекомым. Не бойтесь  укусить себя в пах."
"2021-03-31","Сегодня вам не помешает  переодеться шофером троллейбуса, чтобы  не заблудиться.  В этом случае вы будете  защищены от влияния  злых духов и дьяволов.  В этот день вам лучше всего лежать в своей спальне, а ваши ноги  будут лежать на полу.  Звезды рекомендуют вам не есть сырые овощи и пить молоко."
"2021-04-01","В этот день вы можете быть атакованы толпой разъяренных птиц, которые пытаются украсть вашу душу. Звезды рекомендуют вам избегать контактов с людьми, так как они могут причинить вам боль и дискомфорт."
"2021-04-02","Козероги могут быть склонны к самобичеванию из-за своей невнимательности. Не бойтесь идти по жизни с намерением стать начальником милиции в ГДР.  В первой половине дня вы можете обнаружить, что не понимаете смысла происходящего."
"2021-04-03","Козерогам сегодня звезды рекомендуют  быть в  состоянии  сна в каком-нибудь подвале  или на чердаке, где обитают души умерших.  В этом случае  вы можете проснуться и обнаружить, что не знаете, как выйти из дома. В этот день вам следует избегать  женщин с длинными волосами. В этот день вы можете встретить женщину с длинными волосами, которая будет вас целовать, пока вы спите. В этот день вы можете встретить женщину-копателя в грязи.  Если вы спите в туалете, то вы можете обнаружить, что ваши волосы грязны и вы можете сломать себе лицо, если вы спите в ванной"
"2021-04-04","Козерогам сегодня стоит быть внимательнее к  своим козлам.  Они могут  оказаться  совершенно не такими, какими они должны быть.  Они могут быть совершенно разными, но суть одна. И если они появляются на вашем пути, вы можете быть совершенно разными.  И если они исчезают, то вы можете быть абсолютно разными. И если вы встречаете кого-то в своем облике, он может быть абсолютно разным."
"2021-04-05","Козерогам этот день не обещает ничего хорошего. Возможны небольшие  неприятности, в том числе  от  навоза, но в целом все хорошо. Возможны небольшие  неприятности, в том числе  от  навоза, но в целом все хорошо.  Если вы  хотите, чтобы вас пронесли по улицам в виде ангела-хранителя на белом коне, вам следует купить билет на поезд до Санкт- Петербурга."
"2021-04-06","Козерогам лучше  не  поддаваться  соблазну  влюбиться в  симпатичного, симпатичного молодого казака, который  приглашает их на обед. Лучше  вообще не поддаваться  соблазну влюбиться в красивого, умного казака и не  поддаваться соблазну влюбиться в красивого, умного казака. Лучше не поддаваться соблазну влюбиться в красивого, умного казака.  Лучше не поддаваться соблазну влюбиться в красивого, умного казака."
"2021-04-07","Козерогам сегодня стоит быть осторожными с животными. Не следует их трогать, они могут причинить вам боль.  Если вы не хотите попасть в беду, попробуйте погладить кошку. Возможно, вам придется идти в туалет, или вы можете потерять свое лицо. Сегодня вам следует избегать контактов с людьми. Вы можете стать старым. Не позволяйте эмоциям завладеть вашим сердцем."
"2021-04-08","В течение дня Козерогам следует  быть в  человеческом облике и  не  бояться  встречи с  пауком. Возможны небольшие неприятности: могут появиться муравьи, крокодилы и  змеи. В первой половине дня  вам следует  быть  в  человеческом облике. Не стоит  бояться  пауков,  червей и  лягушек.  Они  любят  вас»."
"2021-04-09","Козерогам сегодня не стоит рассчитывать на  удачу.  Скорее всего, все обойдется без ЧП, но не смертельного.  Скорее всего, вам придется смириться с  тем, что ваши ноги оторвутся от пола, как это бывало раньше.  И только после этого вы сможете нормально передвигаться по дому»."
"2021-04-10","Козерогам сегодня не стоит рассчитывать на  поддержку   инопланетных рас. Звезды рекомендуют  вам  держаться подальше от  чужих  душ и  чужих  сновидений, потому что они несут в себе опасность.  Вы можете стать  жертвой  своей собственной  глупости.  Вы должны помнить о том, что ваши уши могут взорваться, и тогда вы сможете разговаривать с животными."
"2021-04-11","Сегодня вы можете оказаться в ловушке, из которой не выпустят.  Будьте внимательны. Сегодня вы можете стать жертвой сексуального скандала, связанного с вашим лицом.  Будьте осторожны, не позволяйте эмоциям захлестнуть вас.  Будьте внимательны и не позволять эмоциям захлестнуть вас.  Будьте осторожны, не позволяйте эмоциям захлестнуть вас."
"2021-04-12","В первой половине дня возможны  небольшие неприятности, например  вы попадете в автомобильную аварию и будете  лежать в луже собственной мочи. Если у вас есть возможность  убежать, вы должны быть начеку.  Вы можете встретиться с крокодилом, который попытается украсть вашу душу. Вы можете встретиться с большим белым кувшином, который попытается украсть вашу душу. Если вы встретите крокодила, вы будете его бить и бить, пока он не умрет. Если вы встретите крокодила, он будет вас бить и бить, пока он не умрет. Вы можете встретить крокодила, у которого нет имени, и у которого нет имени, но есть сердце. Вы можете встретить крокодила, у которого есть сердце, но нет души. Вы можете встретить крокодила, у которого есть сердце, и у которого нет души"
"2021-04-13","В течение дня Козерогам следует избегать контактов с людьми, которые выглядят как клоун. Не следует использовать в качестве оружия холодное оружие, потому что это может нанести вред. В этот день вам нужно будет переодеться мужчиной. Это хорошее время для того, чтобы начать курить и бить себя головой во все колокола."
"2021-04-14","Не бойтесь ходить по лужам.  Вы можете быть пойманы в  том или и другом случае в  водевиле или драке с  полицейскими. Будьте осторожны: ваш нос может начать расти. Возможны небольшие неприятности, например  укус собаки, которая будет кусаться или царапаться.  Не бойтесь упасть на землю.  Вы можете быть ограблены или изнасилованы. Будьте осторожны.  Если вас укусил комар, срочно звоните ветеринару. Не бойтесь идти в туалет и мыть руки перед едой."
"2021-04-15","Козерогам сегодня не стоит рассчитывать на  удачу и везение.  В этот день  возможны  два вида полового акта:  легкий и глубокий. Не бойтесь  укусить себя.  Лучше не трогать кожу – это может вызвать раздражение.  В начале дня  лучше не прикасаться к коже.  Лучше не есть пищу, которую вы не спите.  В начале вечера лучше не пить из луж. В начале дня лучше не пить из луж."
